X1,X2,Class
7.990935473791331,13.662823274693134,-1.0
14.870837144957767,10.927036800424563,1.0
9.273589195411425,13.591784924552423,-1.0
9.607275505276442,14.46272340996112,-1.0
14.70404873998376,8.69324843012613,1.0
18.86375306013706,10.97050673965596,1.0
10.427270166177422,15.3352611851691,-1.0
13.17945766569482,13.486415322196333,1.0
16.059065993060173,9.03798637439488,1.0
8.388597193717768,13.676581422280828,-1.0
14.302328099032476,9.360995296177206,1.0
12.222083142936466,8.168638811175175,1.0
16.342657003421486,13.34420579115965,1.0
14.104029900356437,10.310493839093091,1.0
13.26717583206431,16.48435871352008,-1.0
12.798895419066545,16.336463773429475,-1.0
15.005221147687704,7.412201315255796,1.0
15.004069164216329,8.26967622402303,1.0
17.844645464701795,11.038715372824221,1.0
7.977576827007853,14.393384216321804,-1.0
13.78438003999531,7.113802987873784,1.0
16.380159240137246,10.465768024974507,1.0
15.524041717360635,10.684597472940053,1.0
12.755979505433682,9.784751095114734,1.0
17.723952150335535,10.491525951969479,1.0
9.689464975891148,14.179157792751731,-1.0
8.164878645324025,15.350629862896803,-1.0
15.883531537239815,12.317306631711945,1.0
16.133296684382163,11.102544494876156,1.0
8.00244996214307,13.985186916618607,-1.0
13.292380212327089,8.728659722180996,1.0
9.606285395345132,15.206249513339005,-1.0
11.458327076357554,9.067504425145147,1.0
7.097460469575184,13.43719113710409,-1.0
7.632443860471324,14.921906369869602,-1.0
13.96480673702003,16.286953063229877,-1.0
16.049175303538846,11.490540850977244,1.0
11.619519226785972,15.068690930262708,-1.0
14.992022590819447,9.421690980882111,1.0
16.319512825976297,8.63555088758672,1.0
9.372104458480594,14.111071909735218,-1.0
8.897608692734147,13.610377965570548,-1.0
16.82053812266717,10.789884716441215,1.0
14.681489067114299,11.080230549419728,1.0
13.980274828648504,11.17573369714622,1.0
10.141732985012819,14.478837571317676,-1.0
12.580092668339967,10.626764451620602,1.0
10.215962809837709,15.684435012108713,-1.0
9.307921772444564,14.241671177402893,-1.0
13.745026472425293,16.240177337627077,-1.0
9.922389613375971,13.623122723648057,-1.0
14.791651896602147,8.909591872132959,1.0
8.335411335762505,14.001184864986936,-1.0
13.87176483631906,11.241598019989922,1.0
16.998025037422753,10.536349647995243,1.0
15.163205922880534,8.99783218183023,1.0
13.482984119296795,9.684769902343394,1.0
11.831885829760303,15.606089138769732,-1.0
9.196113641083693,15.065722237469638,-1.0
12.273333626277857,16.030076971279144,-1.0
16.1678242032978,12.023304972014085,1.0
13.66575737010094,17.03226277403712,-1.0
15.018060555867045,11.700657252259342,1.0
14.058234332198836,10.920331628614049,1.0
10.65348587553571,15.553033825846724,-1.0
10.069608888438962,15.746461750158222,-1.0
16.59463672348184,12.549625336420908,1.0
9.1433591557826,13.62295013704516,-1.0
10.794646481315345,14.70266332420104,-1.0
11.694506827738376,16.24194045141051,-1.0
15.06677601451722,10.899807974395024,1.0
8.968332724587954,14.334474378683678,-1.0
9.95978352164638,14.48095796245982,-1.0
11.694388004920919,9.527094574611546,1.0
10.97506736171126,15.607226918701729,-1.0
18.351101198932184,13.232284923566043,1.0
8.572178934368942,13.879872292842323,-1.0
9.94638931193266,13.988555514238508,-1.0
17.320455540014912,11.821694303855294,1.0
8.9758180339273,15.053826649507553,-1.0
12.363044566120493,15.778263085850615,-1.0
12.350552182752995,6.864434123872954,1.0
8.106247092481567,13.275569976901417,-1.0
14.699327142421431,9.065544399395659,1.0
7.361930308904995,14.032081838803045,-1.0
12.880548578376919,10.018628462895315,1.0
10.355100299880508,15.517568442084965,-1.0
10.09137910133163,15.148815480732416,-1.0
13.726581990510393,9.159878857550728,1.0
13.79867843430762,11.584513852676489,1.0
12.734553770788697,11.553272955769662,1.0
13.4011281899556,7.7754885825936055,1.0
17.584560578563497,9.92884201060441,1.0
10.606493826051143,15.948094235227098,-1.0
17.484258557091742,12.970341197255156,1.0
11.870008604366959,16.234013184349255,-1.0
8.464616086360428,14.392201535486466,-1.0
14.641595470115659,10.712220395723339,1.0
9.607770794743946,15.359144880437153,-1.0
10.849733123023533,10.377371432834492,1.0
11.625957732952749,16.367087301383588,-1.0
10.780560051849628,15.469266446957501,-1.0
8.429825990593343,14.817621278915274,-1.0
14.305311451408635,7.403639334896624,1.0
11.0165750538348,17.487117409759353,-1.0
10.01198333640945,14.922214609827911,-1.0
9.636988867570446,15.596881229203085,-1.0
16.23314139533442,7.894807506066343,1.0
9.344007462352959,6.700342470627369,1.0
14.539923102444126,9.829499401223135,1.0
16.037868438912408,9.962758589570164,1.0
13.059095538398713,9.412604803385921,1.0
9.821550168586326,14.942372778593848,-1.0
12.352108752963378,8.612191382421504,1.0
8.097728712290769,12.852457819501005,-1.0
17.491070711302246,10.193511776238324,1.0
15.243224566004985,13.850700412870355,1.0
10.0341266714716,14.728906841428714,-1.0
15.091074368757834,10.560654067459103,1.0
16.32145673287202,9.79771811754209,1.0
9.827715603064714,14.841043586181565,-1.0
8.470277078856427,13.685203266000343,-1.0
13.839293825025361,9.5852862550248,1.0
15.137153443120768,8.839455115727073,1.0
12.54926163351819,7.17754323196272,1.0
10.850123674969678,16.295584482969804,-1.0
18.555140288239627,10.454217529938449,1.0
8.918604699066215,15.910615192108017,-1.0
16.830378524967227,10.97248005840844,1.0
14.713478070183823,11.393162010528007,1.0
11.136649585624294,16.789372285879708,-1.0
12.807511699340834,9.915505083747696,1.0
8.978597086068696,14.850873491472406,-1.0
15.114967797288347,10.584000251314919,1.0
15.409373243425799,11.894853261981416,1.0
7.214972344372786,13.436426449897994,-1.0
14.641087155234903,7.298073478119566,1.0
13.047165866872522,16.368915523519703,-1.0
12.54759325598141,16.87045320597465,-1.0
13.663953656131088,8.176018935812927,1.0
11.815262234365628,16.33630805832216,-1.0
17.952262433188302,9.277585238098643,1.0
9.052936588995806,14.346754824773079,-1.0
7.569778051299554,14.005293916844794,-1.0
9.22943918384454,14.934529080761441,-1.0
16.330598591123614,11.83978703443492,1.0
9.532743716802518,15.606572836442416,-1.0
16.08105844858448,11.094298923512763,1.0
8.54065252989002,14.745533616757047,-1.0
14.603563630880034,9.510418984679502,1.0
13.341955719673706,7.004029730290281,1.0
10.985332591053055,15.211121450519073,-1.0
15.13510629835158,13.576339350357625,1.0
9.316719886922293,14.70259272120034,-1.0
16.533587823738216,9.737907784885993,1.0
17.439532275371533,10.284331936922941,1.0
14.627676385916779,11.239114829544882,1.0
11.025510301830035,14.960503818890269,-1.0
8.185523678074365,14.649122578175122,-1.0
19.049781491896272,10.46004461585905,1.0
13.440167810603056,10.858093774915817,1.0
17.130768549907003,9.027826358292245,1.0
9.156482251963375,13.920832219346213,-1.0
9.77839347202692,14.698468488225693,-1.0
10.579293150610658,17.38965107277665,-1.0
9.14167239155938,15.241683656246598,-1.0
13.798740669989739,7.103609190131413,1.0
12.5627735076229,8.314732532419498,1.0
10.7307014415345,15.815329126090322,-1.0
7.469895595156347,14.757268764526573,-1.0
13.818025772427832,9.106552152431355,1.0
15.444878318474771,8.552344657112373,1.0
12.541472367897354,16.5981635306118,-1.0
10.04389555365739,14.869262963539098,-1.0
16.519450749433634,11.171711368146012,1.0
11.168626146488087,16.74638508974354,-1.0
10.564220303313695,15.034056752457033,-1.0
13.19883551807892,16.24324046571874,-1.0
14.239919659194179,9.33694128512981,1.0
18.017262580819594,11.864563254392392,1.0
11.92872266227127,14.947952834842654,-1.0
11.509128598949685,16.573786792206214,-1.0
10.444763353098804,15.47401685978263,-1.0
17.18332077918206,8.010181798122227,1.0
9.39334535885769,14.719692022244644,-1.0
14.032282326368003,10.923578779320597,1.0
15.012435852708238,9.034827635045069,1.0
13.919909314098108,13.300936942233923,1.0
